IPK,Sertifikasi,Sertifikasi Professional,Prestasi Nasional,Kompetisi Top 3 Nasional,Prestasi Internasional,Kompetisi Top 3 Internasional,Intern,Volunteer,Beasiswa,Nilai Bobot,Rank
3.9,1,1,2,2,0,0,13,17,Beasiswa Karya Salemba Empat,0.228173907,7834
3.45,0,1,0,2,0,0,11,8,Beasiswa Karya Salemba Empat,0.150603121,12499
3.59,2,1,1,2,0,0,6,20,Beasiswa Karya Salemba Empat,0.1852477718,10577
3.61,2,2,2,1,0,0,5,23,Beasiswa Karya Salemba Empat,0.195215861,9897
3.86,3,1,1,1,0,0,3,23,Beasiswa Karya Salemba Empat,0.2167837452,8456
3.94,1,3,1,1,0,0,14,25,Beasiswa Karya Salemba Empat,0.2500978613,6827
3.81,2,1,0,0,0,0,16,13,Beasiswa Karya Salemba Empat,0.2098463824,8873
3.81,5,0,2,0,0,0,20,8,Beasiswa Karya Salemba Empat,0.2177469995,8403
3.51,6,1,0,0,0,0,20,12,Beasiswa Karya Salemba Empat,0.1917021999,10149
3.94,4,0,0,0,0,0,9,13,Beasiswa Karya Salemba Empat,0.2093066374,8901
3.41,4,1,2,1,0,0,12,17,Beasiswa Karya Salemba Empat,0.1700248004,11521
3.48,4,1,2,2,0,0,7,23,Beasiswa Karya Salemba Empat,0.1871523539,10452
3.79,1,3,0,0,0,0,4,24,Beasiswa Karya Salemba Empat,0.2129817186,8690
3.71,2,0,1,0,0,0,16,26,Beasiswa Karya Salemba Empat,0.2275971925,7859
3.3,3,2,0,1,0,0,15,18,Beasiswa Karya Salemba Empat,0.1705628679,11481
3.24,5,3,0,2,0,0,16,20,Beasiswa Karya Salemba Empat,0.1835258043,10667
3.98,0,1,2,1,0,0,8,10,Beasiswa Karya Salemba Empat,0.2135316186,8651
3.71,5,0,1,1,0,0,14,12,Beasiswa Karya Salemba Empat,0.1950401626,9908
3.01,6,2,2,2,0,0,13,10,Beasiswa Karya Salemba Empat,0.1308733793,13243
3.21,1,3,0,0,0,0,17,21,Beasiswa Karya Salemba Empat,0.180276861,10881
3.26,1,0,0,0,0,0,8,13,Beasiswa Karya Salemba Empat,0.1224175613,13454
3.31,6,0,0,2,0,0,19,10,Beasiswa Karya Salemba Empat,0.1710405038,11451
3.8,5,2,2,2,0,0,11,26,Beasiswa Karya Salemba Empat,0.2372151277,7390
3.83,0,3,1,2,0,0,4,8,Beasiswa Karya Salemba Empat,0.1927788351,10056
3.79,4,3,1,0,0,0,5,22,Beasiswa Karya Salemba Empat,0.2113479948,8784
3.25,3,3,2,2,0,0,9,23,Beasiswa Karya Salemba Empat,0.1760266529,11139
3.26,0,1,0,2,0,0,2,8,Beasiswa Karya Salemba Empat,0.1055865661,13782
3.05,2,2,1,0,0,0,10,16,Beasiswa Karya Salemba Empat,0.1261922022,13359
3.67,2,2,1,0,0,0,10,7,Beasiswa Karya Salemba Empat,0.1724388373,11374
3.2,0,1,0,0,0,0,3,24,Beasiswa Karya Salemba Empat,0.1487297806,12574
3.11,3,1,0,1,0,0,15,24,Beasiswa Karya Salemba Empat,0.1743502444,11240
3.09,2,3,2,2,0,0,18,18,Beasiswa Karya Salemba Empat,0.1785641765,10999
3.14,6,1,2,1,0,0,15,7,Beasiswa Karya Salemba Empat,0.1350140242,13116
3.54,4,0,0,0,0,0,18,21,Beasiswa Karya Salemba Empat,0.2043994377,9212
3.46,6,2,2,0,0,0,15,21,Beasiswa Karya Salemba Empat,0.1957782207,9858
3.46,1,0,1,0,0,0,8,20,Beasiswa Karya Salemba Empat,0.1670648904,11676
3.34,0,1,1,2,0,0,11,7,Beasiswa Karya Salemba Empat,0.1371060673,13044
3.82,0,0,1,2,0,0,15,12,Beasiswa Karya Salemba Empat,0.2119432572,8745
3.82,6,2,0,1,0,0,11,18,Beasiswa Karya Salemba Empat,0.214341826,8599
3.9,5,3,0,0,0,0,4,23,Beasiswa Karya Salemba Empat,0.2237479229,8071
3.5,4,2,1,2,0,0,6,22,Beasiswa Karya Salemba Empat,0.1844275197,10622
3.49,5,2,1,0,0,0,10,24,Beasiswa Karya Salemba Empat,0.1916603949,10154
3.71,3,3,0,2,0,0,6,9,Beasiswa Karya Salemba Empat,0.1807517476,10849
3.33,1,2,1,2,0,0,14,24,Beasiswa Karya Salemba Empat,0.1924225306,10088
3.54,4,1,2,1,0,0,4,17,Beasiswa Karya Salemba Empat,0.1677903102,11642
3.01,5,3,1,2,0,0,18,11,Beasiswa Karya Salemba Empat,0.1567198951,12207
3.85,5,0,1,2,0,0,16,26,Beasiswa Karya Salemba Empat,0.2473417553,6929
3.82,4,2,1,0,0,0,12,8,Beasiswa Karya Salemba Empat,0.1978541397,9691
3.12,1,3,2,2,0,0,7,24,Beasiswa Karya Salemba Empat,0.1658756683,11738
3.01,6,3,2,1,0,0,18,18,Beasiswa Karya Salemba Empat,0.1731365424,11321
3.64,3,0,2,0,0,0,7,22,Beasiswa Karya Salemba Empat,0.1933294166,10019
3.07,1,0,0,2,0,0,9,14,Beasiswa Karya Salemba Empat,0.1181831107,13551
3.93,3,0,1,1,0,0,4,25,Beasiswa Karya Salemba Empat,0.22899637,7787
3.2,1,0,1,0,0,0,16,18,Beasiswa Karya Salemba Empat,0.1613199053,11977
3.35,1,0,1,1,0,0,5,22,Beasiswa Karya Salemba Empat,0.1592399074,12089
3.7,1,0,0,0,0,0,12,20,Beasiswa Karya Salemba Empat,0.2004228594,9516
3.7,3,2,0,1,0,0,17,10,Beasiswa Karya Salemba Empat,0.2004476492,9513
3.17,5,1,0,0,0,0,7,24,Beasiswa Karya Salemba Empat,0.1547317641,12305
3.32,3,2,2,1,0,0,16,17,Beasiswa Karya Salemba Empat,0.1767582035,11100
3.24,5,0,1,0,0,0,15,26,Beasiswa Karya Salemba Empat,0.187886266,10405
3.57,3,1,0,2,0,0,8,12,Beasiswa Karya Salemba Empat,0.1661084784,11725
3.82,0,1,1,0,0,0,15,7,Beasiswa Karya Salemba Empat,0.2009708894,9470
3.98,0,2,1,1,0,0,5,7,Beasiswa Karya Salemba Empat,0.2059237909,9124
3.39,2,0,0,0,0,0,2,23,Beasiswa Karya Salemba Empat,0.16020114,12040
3.86,1,0,1,1,0,0,14,18,Beasiswa Karya Salemba Empat,0.2214967623,8200
3.94,3,0,1,1,0,0,10,9,Beasiswa Karya Salemba Empat,0.2083900554,8965
3.79,5,3,2,2,0,0,8,22,Beasiswa Karya Salemba Empat,0.2236272771,8082
3.6,0,1,2,1,0,0,9,18,Beasiswa Karya Salemba Empat,0.1844643039,10619
3.48,2,2,2,2,0,0,3,9,Beasiswa Karya Salemba Empat,0.1461926914,12690
3.87,2,0,1,1,0,0,14,25,Beasiswa Karya Salemba Empat,0.2380865675,7349
3.59,6,2,1,1,0,0,4,18,Beasiswa Karya Salemba Empat,0.1776646843,11053
3.66,4,1,1,2,0,0,2,16,Beasiswa Karya Salemba Empat,0.17953707,10925
3.27,1,1,1,1,0,0,16,9,Beasiswa Karya Salemba Empat,0.1487480086,12572
3.35,5,1,2,2,0,0,18,18,Beasiswa Karya Salemba Empat,0.1917039712,10148
3.38,3,2,2,1,0,0,12,15,Beasiswa Karya Salemba Empat,0.1635979489,11855
3.26,4,1,1,1,0,0,6,9,Beasiswa Karya Salemba Empat,0.11281169,13667
3.96,4,1,2,2,0,0,4,15,Beasiswa Karya Salemba Empat,0.2181247924,8377
3.89,2,0,0,0,0,0,7,25,Beasiswa Karya Salemba Empat,0.224360794,8039
3.34,4,0,1,0,0,0,2,12,Beasiswa Karya Salemba Empat,0.1207679913,13497
3.33,3,1,1,2,0,0,15,10,Beasiswa Karya Salemba Empat,0.1570925918,12190
3.32,3,0,0,0,0,0,2,23,Beasiswa Karya Salemba Empat,0.153818998,12345
3.25,6,0,2,2,0,0,10,22,Beasiswa Karya Salemba Empat,0.1695896655,11546
3.43,0,3,2,1,0,0,6,14,Beasiswa Karya Salemba Empat,0.1545372866,12311
3.68,2,1,2,1,0,0,11,18,Beasiswa Karya Salemba Empat,0.1982718646,9669
3.43,6,1,2,1,0,0,13,17,Beasiswa Karya Salemba Empat,0.1762904154,11121
3.41,0,2,2,0,0,0,19,12,Beasiswa Karya Salemba Empat,0.1818026153,10787
3.22,2,1,0,2,0,0,6,9,Beasiswa Karya Salemba Empat,0.1105701693,13712
3.39,0,3,2,2,0,0,5,25,Beasiswa Karya Salemba Empat,0.1863454215,10502
3.3,1,1,2,1,0,0,20,23,Beasiswa Karya Salemba Empat,0.2035307292,9288
3.24,5,2,2,1,0,0,9,17,Beasiswa Karya Salemba Empat,0.1482079784,12596
3.4,1,3,1,1,0,0,17,7,Beasiswa Karya Salemba Empat,0.1684125913,11607
3.1,0,3,2,2,0,0,18,22,Beasiswa Karya Salemba Empat,0.1902102327,10257
3.45,5,2,2,1,0,0,2,21,Beasiswa Karya Salemba Empat,0.1703121506,11500
3.23,1,2,1,1,0,0,2,16,Beasiswa Karya Salemba Empat,0.1256821656,13382
3.35,6,2,0,0,0,0,17,21,Beasiswa Karya Salemba Empat,0.1894262239,10302
3.01,5,1,2,1,0,0,6,9,Beasiswa Karya Salemba Empat,0.090351593,13927
3.81,3,1,0,0,0,0,13,11,Beasiswa Karya Salemba Empat,0.1994340282,9587
3.38,0,3,2,0,0,0,3,20,Beasiswa Karya Salemba Empat,0.160113287,12046
3.96,6,0,2,0,0,0,3,18,Beasiswa Karya Salemba Empat,0.2171535715,8438
3.82,6,1,1,1,0,0,5,9,Beasiswa Karya Salemba Empat,0.187876224,10408
3.61,6,0,1,0,0,0,15,20,Beasiswa Karya Salemba Empat,0.2020193987,9393
3.32,0,1,0,2,0,0,16,26,Beasiswa Karya Salemba Empat,0.200346831,9520
3.87,3,0,2,1,0,0,11,14,Beasiswa Karya Salemba Empat,0.2112594759,8789
3.18,0,1,0,0,0,0,11,8,Beasiswa Karya Salemba Empat,0.112554389,13674
3.15,6,0,0,2,0,0,18,26,Beasiswa Karya Salemba Empat,0.1976450422,9707
3.36,4,0,1,1,0,0,9,13,Beasiswa Karya Salemba Empat,0.1416541363,12878
3.95,5,0,1,2,0,0,15,19,Beasiswa Karya Salemba Empat,0.2399238265,7266
3.06,5,1,2,0,0,0,4,8,Beasiswa Karya Salemba Empat,0.08356728431,13963
3.95,3,2,0,1,0,0,16,23,Beasiswa Karya Salemba Empat,0.2477832715,6911
3.23,0,2,0,2,0,0,8,7,Beasiswa Karya Salemba Empat,0.1159626059,13603
3.69,0,1,0,2,0,0,3,12,Beasiswa Karya Salemba Empat,0.17327993,11315
3.59,6,1,0,2,0,0,19,19,Beasiswa Karya Salemba Empat,0.215337391,8546
3.36,5,2,2,0,0,0,4,12,Beasiswa Karya Salemba Empat,0.1335399831,13169
3.71,5,1,2,2,0,0,13,8,Beasiswa Karya Salemba Empat,0.1931787647,10029
3.38,0,0,2,0,0,0,14,13,Beasiswa Karya Salemba Empat,0.1586110102,12124
3.67,5,0,2,1,0,0,14,10,Beasiswa Karya Salemba Empat,0.1892625172,10308
3.56,4,1,0,1,0,0,19,13,Beasiswa Karya Salemba Empat,0.1957254154,9860
3.2,5,0,2,2,0,0,7,23,Beasiswa Karya Salemba Empat,0.1618093491,11956
3.56,3,0,2,0,0,0,19,26,Beasiswa Karya Salemba Empat,0.2250831367,8000
3.23,3,2,1,1,0,0,9,14,Beasiswa Karya Salemba Empat,0.1339257096,13157
3.05,6,3,0,0,0,0,10,26,Beasiswa Karya Salemba Empat,0.1692214304,11571
3.07,1,0,2,0,0,0,4,26,Beasiswa Karya Salemba Empat,0.1525254872,12413
3.14,3,1,1,0,0,0,8,9,Beasiswa Karya Salemba Empat,0.101377778,13833
3.52,2,0,0,1,0,0,10,24,Beasiswa Karya Salemba Empat,0.1907924411,10214
3.39,2,3,1,1,0,0,15,24,Beasiswa Karya Salemba Empat,0.199729023,9559
3.6,5,2,1,1,0,0,18,23,Beasiswa Karya Salemba Empat,0.2220859607,8165
3.63,1,0,0,0,0,0,19,18,Beasiswa Karya Salemba Empat,0.2079879654,8997
3.1,4,0,1,2,0,0,12,9,Beasiswa Karya Salemba Empat,0.120958637,13489
3.61,6,1,2,2,0,0,6,22,Beasiswa Karya Salemba Empat,0.1971206761,9752
3.38,6,1,2,0,0,0,14,9,Beasiswa Karya Salemba Empat,0.1545888755,12310
3.38,1,0,0,2,0,0,16,12,Beasiswa Karya Salemba Empat,0.1665149592,11707
3.68,6,3,1,0,0,0,6,24,Beasiswa Karya Salemba Empat,0.2070944348,9044
3.62,5,0,1,2,0,0,11,23,Beasiswa Karya Salemba Empat,0.2061267568,9113
3.55,0,0,1,0,0,0,15,17,Beasiswa Karya Salemba Empat,0.1864469983,10493
3.75,1,3,2,0,0,0,6,8,Beasiswa Karya Salemba Empat,0.1815818189,10801
3.33,3,2,2,2,0,0,3,23,Beasiswa Karya Salemba Empat,0.1691036684,11577
3.06,4,2,1,1,0,0,7,12,Beasiswa Karya Salemba Empat,0.1065767686,13769
3.65,4,2,1,0,0,0,11,15,Beasiswa Karya Salemba Empat,0.1867416669,10470
3.36,4,2,0,1,0,0,2,16,Beasiswa Karya Salemba Empat,0.1401906395,12946
3.64,4,0,0,1,0,0,2,12,Beasiswa Karya Salemba Empat,0.1621649056,11932
3.98,5,0,2,0,0,0,11,9,Beasiswa Karya Salemba Empat,0.2156889943,8520
3.5,6,2,2,1,0,0,17,11,Beasiswa Karya Salemba Empat,0.1858530351,10533
3.18,5,0,1,2,0,0,11,8,Beasiswa Karya Salemba Empat,0.1225822123,13451
3.59,3,2,0,2,0,0,10,24,Beasiswa Karya Salemba Empat,0.2048408877,9185
3.52,0,2,1,1,0,0,13,14,Beasiswa Karya Salemba Empat,0.1760323496,11138
3.01,4,2,1,2,0,0,16,23,Beasiswa Karya Salemba Empat,0.1778451546,11039
3.71,2,1,0,1,0,0,16,10,Beasiswa Karya Salemba Empat,0.1961898186,9823
3.63,5,3,1,1,0,0,11,13,Beasiswa Karya Salemba Empat,0.1861940269,10507
3.53,6,0,1,0,0,0,18,15,Beasiswa Karya Salemba Empat,0.1921756726,10112
3.57,2,1,1,2,0,0,12,22,Beasiswa Karya Salemba Empat,0.2006037594,9501
3.55,3,0,2,1,0,0,9,16,Beasiswa Karya Salemba Empat,0.1733266735,11310
3.72,6,2,2,1,0,0,11,14,Beasiswa Karya Salemba Empat,0.1983066539,9667
3.6,5,1,2,1,0,0,4,10,Beasiswa Karya Salemba Empat,0.1603089558,12033
3.1,3,3,0,1,0,0,14,14,Beasiswa Karya Salemba Empat,0.1442323417,12778
3.3,6,2,2,1,0,0,4,15,Beasiswa Karya Salemba Empat,0.1381391889,13013
3.13,2,2,2,2,0,0,6,11,Beasiswa Karya Salemba Empat,0.1143648653,13635
3.83,1,3,2,2,0,0,16,15,Beasiswa Karya Salemba Empat,0.2285303071,7814
3.95,4,0,2,1,0,0,20,23,Beasiswa Karya Salemba Empat,0.2580027314,6502
3.2,6,3,0,2,0,0,2,17,Beasiswa Karya Salemba Empat,0.1372642263,13036
3.6,6,2,0,1,0,0,16,10,Beasiswa Karya Salemba Empat,0.1878831733,10406
3.54,2,1,1,2,0,0,11,22,Beasiswa Karya Salemba Empat,0.1952447441,9895
3.74,5,2,2,0,0,0,19,13,Beasiswa Karya Salemba Empat,0.2174074175,8421
3.47,5,3,0,0,0,0,8,21,Beasiswa Karya Salemba Empat,0.1782936143,11016
3.37,6,2,2,0,0,0,20,18,Beasiswa Karya Salemba Empat,0.1975062087,9723
3.35,5,1,0,0,0,0,20,17,Beasiswa Karya Salemba Empat,0.1873983287,10438
3.58,6,0,2,2,0,0,12,10,Beasiswa Karya Salemba Empat,0.177431423,11068
3.95,3,1,2,0,0,0,16,21,Beasiswa Karya Salemba Empat,0.2428691574,7121
3.14,4,0,0,1,0,0,19,24,Beasiswa Karya Salemba Empat,0.1895888251,10294
3.26,2,2,0,0,0,0,15,13,Beasiswa Karya Salemba Empat,0.1514084532,12458
3.5,5,1,2,2,0,0,15,22,Beasiswa Karya Salemba Empat,0.2053491952,9160
3.08,6,2,0,1,0,0,14,17,Beasiswa Karya Salemba Empat,0.1498445343,12526
3.25,6,2,1,2,0,0,5,16,Beasiswa Karya Salemba Empat,0.1395997566,12964
3.54,0,1,1,0,0,0,6,13,Beasiswa Karya Salemba Empat,0.1549501843,12294
3.96,3,0,2,2,0,0,6,15,Beasiswa Karya Salemba Empat,0.2188309413,8323
3.62,6,0,0,2,0,0,13,18,Beasiswa Karya Salemba Empat,0.1973125307,9737
3.38,4,3,2,1,0,0,9,10,Beasiswa Karya Salemba Empat,0.1477084967,12616
3.52,5,2,2,2,0,0,11,16,Beasiswa Karya Salemba Empat,0.1830719158,10703
3.85,0,1,0,2,0,0,3,7,Beasiswa Karya Salemba Empat,0.1870896705,10455
3.57,0,2,1,1,0,0,2,12,Beasiswa Karya Salemba Empat,0.1562283586,12238
3.17,0,0,0,0,0,0,3,15,Beasiswa Karya Salemba Empat,0.1083073554,13748
3.88,6,1,2,2,0,0,7,7,Beasiswa Karya Salemba Empat,0.2013046688,9443
3.24,4,2,1,1,0,0,14,19,Beasiswa Karya Salemba Empat,0.1670142792,11679
3.15,4,0,2,1,0,0,2,20,Beasiswa Karya Salemba Empat,0.1335943674,13167
3.86,5,0,1,0,0,0,13,16,Beasiswa Karya Salemba Empat,0.2146165568,8579
3.47,0,0,2,1,0,0,16,18,Beasiswa Karya Salemba Empat,0.1884480896,10363
3.92,3,1,1,1,0,0,3,14,Beasiswa Karya Salemba Empat,0.2049776642,9174
3.79,2,2,2,0,0,0,13,11,Beasiswa Karya Salemba Empat,0.2019765001,9395
3.99,4,0,1,1,0,0,17,18,Beasiswa Karya Salemba Empat,0.2431746545,7105
3.35,1,0,1,2,0,0,15,10,Beasiswa Karya Salemba Empat,0.1571161952,12188
4,6,0,2,1,0,0,5,16,Beasiswa Karya Salemba Empat,0.2222407747,8151
3.75,4,2,0,1,0,0,2,9,Beasiswa Karya Salemba Empat,0.1752526517,11183
3.96,3,1,1,2,0,0,19,8,Beasiswa Karya Salemba Empat,0.2345785611,7517
3.4,3,0,2,1,0,0,3,17,Beasiswa Karya Salemba Empat,0.1482928716,12594
3.77,2,0,1,0,0,0,17,24,Beasiswa Karya Salemba Empat,0.2307562003,7693
3.35,4,0,2,0,0,0,20,23,Beasiswa Karya Salemba Empat,0.2044997771,9205
3.37,6,2,0,2,0,0,6,24,Beasiswa Karya Salemba Empat,0.1782933212,11017
3.75,2,1,1,2,0,0,19,14,Beasiswa Karya Salemba Empat,0.2206236155,8239
3.25,1,3,0,0,0,0,16,13,Beasiswa Karya Salemba Empat,0.1580354244,12161
3.58,1,3,2,1,0,0,8,26,Beasiswa Karya Salemba Empat,0.2082303931,8977
3.7,5,3,0,2,0,0,10,7,Beasiswa Karya Salemba Empat,0.1851882783,10581
3.58,5,3,1,1,0,0,3,11,Beasiswa Karya Salemba Empat,0.1619851372,11939
3.08,4,2,2,0,0,0,17,17,Beasiswa Karya Salemba Empat,0.1622054923,11929
3.32,2,2,0,1,0,0,9,12,Beasiswa Karya Salemba Empat,0.1361912,13076
3.67,4,0,2,0,0,0,9,10,Beasiswa Karya Salemba Empat,0.1741465348,11254
3.76,1,2,0,2,0,0,5,11,Beasiswa Karya Salemba Empat,0.1852152045,10579
4,1,0,2,1,0,0,19,21,Beasiswa Karya Salemba Empat,0.2553970463,6603
3.29,2,0,1,1,0,0,7,23,Beasiswa Karya Salemba Empat,0.1610822097,11983
3.53,6,3,0,0,0,0,18,16,Beasiswa Karya Salemba Empat,0.1991066031,9613
3.44,2,0,0,2,0,0,9,21,Beasiswa Karya Salemba Empat,0.175173262,11190
3,4,0,1,1,0,0,16,7,Beasiswa Karya Salemba Empat,0.1251020948,13394
3.77,0,1,1,0,0,0,10,14,Beasiswa Karya Salemba Empat,0.1935265515,10006
3.08,2,3,1,2,0,0,20,17,Beasiswa Karya Salemba Empat,0.1814876841,10804
3.73,0,0,1,0,0,0,20,23,Beasiswa Karya Salemba Empat,0.232436931,7620
3.93,0,0,1,0,0,0,6,22,Beasiswa Karya Salemba Empat,0.2212654604,8209
3.29,5,2,2,1,0,0,13,15,Beasiswa Karya Salemba Empat,0.1593014101,12086
3.87,6,1,0,1,0,0,14,20,Beasiswa Karya Salemba Empat,0.228390614,7820
3.63,0,2,1,1,0,0,3,14,Beasiswa Karya Salemba Empat,0.1693163412,11562
3.39,3,1,1,1,0,0,14,11,Beasiswa Karya Salemba Empat,0.1573090919,12182
3.75,6,3,0,2,0,0,17,24,Beasiswa Karya Salemba Empat,0.2403916123,7242
3.88,4,2,0,2,0,0,9,18,Beasiswa Karya Salemba Empat,0.219757439,8282
3.11,1,3,2,2,0,0,16,15,Beasiswa Karya Salemba Empat,0.163118429,11886
3.2,0,3,0,2,0,0,15,8,Beasiswa Karya Salemba Empat,0.1459552631,12696
3.94,2,1,1,2,0,0,3,26,Beasiswa Karya Salemba Empat,0.2356031156,7469
3.4,1,1,0,2,0,0,17,23,Beasiswa Karya Salemba Empat,0.2006150623,9500
3.6,6,1,2,0,0,0,8,12,Beasiswa Karya Salemba Empat,0.1691667463,11574
3.99,3,0,1,0,0,0,19,15,Beasiswa Karya Salemba Empat,0.2404610473,7237
3.14,5,1,2,0,0,0,11,24,Beasiswa Karya Salemba Empat,0.1660760706,11728
3.05,6,0,2,2,0,0,4,24,Beasiswa Karya Salemba Empat,0.1519525487,12436
3.8,6,0,1,0,0,0,13,25,Beasiswa Karya Salemba Empat,0.228405627,7818
3.78,0,2,1,0,0,0,12,21,Beasiswa Karya Salemba Empat,0.2155754041,8528
3.49,3,1,0,1,0,0,15,12,Beasiswa Karya Salemba Empat,0.1722524577,11385
3.14,5,2,2,2,0,0,7,14,Beasiswa Karya Salemba Empat,0.1290789888,13288
3.3,4,0,2,0,0,0,4,8,Beasiswa Karya Salemba Empat,0.1109660456,13705
3.31,0,1,2,2,0,0,20,16,Beasiswa Karya Salemba Empat,0.1896191846,10292
3.6,6,2,1,1,0,0,19,11,Beasiswa Karya Salemba Empat,0.2007983244,9488
3.5,6,2,1,2,0,0,18,26,Beasiswa Karya Salemba Empat,0.2257048966,7962
3.17,6,3,0,0,0,0,5,26,Beasiswa Karya Salemba Empat,0.16598962,11734
3.46,0,3,2,1,0,0,9,25,Beasiswa Karya Salemba Empat,0.1956179093,9868
3.95,0,1,1,0,0,0,13,23,Beasiswa Karya Salemba Empat,0.2380099997,7355
3.74,2,1,0,0,0,0,7,8,Beasiswa Karya Salemba Empat,0.1735827233,11294
3.36,0,0,0,1,0,0,19,19,Beasiswa Karya Salemba Empat,0.1884722245,10361
3.66,0,3,0,2,0,0,10,16,Beasiswa Karya Salemba Empat,0.1940287625,9973
3.82,4,1,0,1,0,0,8,16,Beasiswa Karya Salemba Empat,0.2018155966,9402
3.83,5,2,2,0,0,0,15,16,Beasiswa Karya Salemba Empat,0.2210108894,8219
3.16,0,1,0,1,0,0,7,16,Beasiswa Karya Salemba Empat,0.1229091343,13442
3.31,4,1,1,0,0,0,10,23,Beasiswa Karya Salemba Empat,0.1693814421,11558
3.2,0,1,0,1,0,0,4,13,Beasiswa Karya Salemba Empat,0.1096877357,13729
3.37,5,0,0,1,0,0,11,25,Beasiswa Karya Salemba Empat,0.183987329,10646
3.17,4,1,2,0,0,0,17,13,Beasiswa Karya Salemba Empat,0.1548437808,12298
3.3,5,2,1,2,0,0,4,18,Beasiswa Karya Salemba Empat,0.1488097185,12570
3.79,0,2,1,1,0,0,5,14,Beasiswa Karya Salemba Empat,0.191960934,10130
3.68,1,3,2,2,0,0,15,8,Beasiswa Karya Salemba Empat,0.1986882678,9648
3.44,5,3,2,2,0,0,18,8,Beasiswa Karya Salemba Empat,0.1852545751,10576
3.94,0,1,2,2,0,0,5,24,Beasiswa Karya Salemba Empat,0.2342492058,7531
3.72,3,3,2,0,0,0,13,11,Beasiswa Karya Salemba Empat,0.1970071456,9759
3.89,4,3,2,1,0,0,11,17,Beasiswa Karya Salemba Empat,0.2251241984,7998
3.16,4,2,1,2,0,0,4,7,Beasiswa Karya Salemba Empat,0.1006771034,13841
3.8,5,1,0,2,0,0,5,17,Beasiswa Karya Salemba Empat,0.201060974,9461
3.86,0,2,0,2,0,0,6,9,Beasiswa Karya Salemba Empat,0.1962391544,9816
3.57,4,3,2,0,0,0,11,19,Beasiswa Karya Salemba Empat,0.1924211763,10089
3.6,4,1,2,0,0,0,14,15,Beasiswa Karya Salemba Empat,0.188930235,10330
3.38,3,2,2,2,0,0,18,10,Beasiswa Karya Salemba Empat,0.1784418894,11008
3.16,1,2,0,1,0,0,3,7,Beasiswa Karya Salemba Empat,0.08912452024,13933
3.92,0,0,2,0,0,0,10,8,Beasiswa Karya Salemba Empat,0.2037658242,9272
3.03,3,2,0,2,0,0,15,22,Beasiswa Karya Salemba Empat,0.1697777625,11538
3.21,3,3,2,2,0,0,20,19,Beasiswa Karya Salemba Empat,0.1963714299,9801
3.23,4,1,0,0,0,0,20,25,Beasiswa Karya Salemba Empat,0.2002816574,9524
3.66,5,3,0,2,0,0,4,21,Beasiswa Karya Salemba Empat,0.1982334116,9671
3.32,2,2,2,0,0,0,15,17,Beasiswa Karya Salemba Empat,0.170520769,11486
3.39,1,1,1,1,0,0,12,15,Beasiswa Karya Salemba Empat,0.1590782065,12097
3.1,0,1,0,0,0,0,3,23,Beasiswa Karya Salemba Empat,0.1372823385,13035
3.89,6,2,2,1,0,0,11,12,Beasiswa Karya Salemba Empat,0.2148378073,8570
3.25,1,1,2,1,0,0,11,12,Beasiswa Karya Salemba Empat,0.1359369282,13087
3.93,3,2,0,2,0,0,3,14,Beasiswa Karya Salemba Empat,0.2100799916,8861
3.19,5,3,0,0,0,0,17,10,Beasiswa Karya Salemba Empat,0.1531322853,12381
3.22,2,2,0,1,0,0,19,18,Beasiswa Karya Salemba Empat,0.17946221,10932
3.04,1,3,1,2,0,0,20,15,Beasiswa Karya Salemba Empat,0.1744135612,11235
3.55,3,0,2,0,0,0,18,25,Beasiswa Karya Salemba Empat,0.2186146618,8346
3.52,2,0,2,2,0,0,3,21,Beasiswa Karya Salemba Empat,0.1775953469,11058
3.91,4,2,2,1,0,0,10,23,Beasiswa Karya Salemba Empat,0.2355507811,7471
3.18,3,1,0,2,0,0,14,12,Beasiswa Karya Salemba Empat,0.1424199089,12849
3.63,6,1,1,0,0,0,17,23,Beasiswa Karya Salemba Empat,0.2181575891,8374
3.99,2,0,2,0,0,0,18,10,Beasiswa Karya Salemba Empat,0.2325185855,7615
3.91,0,2,0,2,0,0,18,21,Beasiswa Karya Salemba Empat,0.2468981891,6954
3.4,6,1,1,2,0,0,5,9,Beasiswa Karya Salemba Empat,0.135639544,13099
3.02,4,3,1,2,0,0,6,21,Beasiswa Karya Salemba Empat,0.1453571864,12722
3.64,6,0,2,2,0,0,15,17,Beasiswa Karya Salemba Empat,0.2059854278,9122
3.42,3,3,1,2,0,0,10,15,Beasiswa Karya Salemba Empat,0.1673845987,11658
3.72,2,3,2,0,0,0,18,9,Beasiswa Karya Salemba Empat,0.2078694715,9002
3.01,6,3,2,0,0,0,13,18,Beasiswa Karya Salemba Empat,0.1512110366,12466
3.7,4,1,1,2,0,0,15,21,Beasiswa Karya Salemba Empat,0.2193160896,8302
3.81,3,0,1,2,0,0,16,26,Beasiswa Karya Salemba Empat,0.2428020194,7125
3.81,6,2,1,0,0,0,5,13,Beasiswa Karya Salemba Empat,0.1927880241,10054
3.06,1,3,2,0,0,0,17,14,Beasiswa Karya Salemba Empat,0.1555817637,12267
3.53,2,3,2,0,0,0,20,21,Beasiswa Karya Salemba Empat,0.2185622124,8350
3.07,2,2,1,1,0,0,14,16,Beasiswa Karya Salemba Empat,0.1449945024,12737
